,Model,Target,Template,GDT_TS,GDT_HA,SeqLength,identity,positive,coverage,identity(-misres),positive(-misres),coverage(-misres),num_misres
6481,3KLK_A_3TTO_A_2_2,3KLK_A,3TTO_A_2,0.6901,0.5445,1039,437,583,888,437,583,888,0
6482,3KLK_A_6HVG_A_3_2,3KLK_A,6HVG_A_3,0.713,0.5793,1039,524,683,1010,524,683,1009,1
6483,3KLK_A_6SYQ_B_3_5,3KLK_A,6SYQ_B_3,0.7145,0.5820000000000001,1039,524,683,1007,524,683,1007,0
6484,3KLK_A_6SZI_A_2_3,3KLK_A,6SZI_A_2,0.7120000000000001,0.58,1039,524,684,1007,524,684,1007,0
6485,3KLK_A_6SYQ_B_3_4,3KLK_A,6SYQ_B_3,0.716,0.5870000000000001,1039,524,683,1007,524,683,1007,0
6486,3KLK_A_3TTO_A_3_4,3KLK_A,3TTO_A_3,0.6886,0.5452,1039,434,576,889,434,576,889,0
6487,3KLK_A_4AMC_A_3_2,3KLK_A,4AMC_A_3,0.7929999999999999,0.6352,1039,728,853,1018,721,846,1011,7
6488,3KLK_A_3TTO_A_3_1,3KLK_A,3TTO_A_3,0.6894,0.5467,1039,434,576,889,434,576,889,0
6489,3KLK_A_6SYQ_A_3_5,3KLK_A,6SYQ_A_3,0.7214,0.5952,1039,524,683,1009,524,683,1009,0
6490,3KLK_A_5LFC_A_3_1,3KLK_A,5LFC_A_3,0.6583,0.508,1039,455,638,1020,455,636,1012,8
6491,3KLK_A_6HVG_A_3_1,3KLK_A,6HVG_A_3,0.7112,0.5785,1039,524,683,1010,524,683,1009,1
6492,3KLK_A_4TTU_A_1_2,3KLK_A,4TTU_A_1,0.6787,0.5477,1039,437,581,879,437,581,879,2
6493,3KLK_A_6SZI_A_1_5,3KLK_A,6SZI_A_1,0.7314,0.6036,1039,530,685,996,530,685,996,0
6494,3KLK_A_6SYQ_A_1_4,3KLK_A,6SYQ_A_1,0.7306,0.6036,1039,530,685,996,530,685,996,0
6495,3KLK_A_6SYQ_B_2_1,3KLK_A,6SYQ_B_2,0.7299,0.6044,1039,524,684,1007,524,684,1007,0
6496,3KLK_A_6SYQ_A_2_3,3KLK_A,6SYQ_A_2,0.7132,0.5852,1039,524,684,1007,524,684,1007,0
6497,3KLK_A_6SZI_A_2_2,3KLK_A,6SZI_A_2,0.7179,0.59,1039,524,684,1007,524,684,1007,0
6498,3KLK_A_5NGY_A_3_2,3KLK_A,5NGY_A_3,0.6436,0.4868,1039,454,638,1020,454,636,1011,9
6499,3KLK_A_3AIB_A_2_1,3KLK_A,3AIB_A_2,0.6695,0.5211,1039,433,564,838,433,563,837,1
6500,3KLK_A_6SYQ_B_1_1,3KLK_A,6SYQ_B_1,0.7214,0.5934,1039,530,685,996,530,685,996,0
6501,3KLK_A_6SYQ_B_3_3,3KLK_A,6SYQ_B_3,0.7416,0.617,1039,524,683,1007,524,683,1007,0
6502,3KLK_A_6HVG_A_2_3,3KLK_A,6HVG_A_2,0.716,0.5845,1039,524,684,1007,524,684,1007,0
6503,3KLK_A_3TTO_A_1_3,3KLK_A,3TTO_A_1,0.6856,0.544,1039,437,582,879,437,582,879,0
6504,3KLK_A_3AIB_A_2_4,3KLK_A,3AIB_A_2,0.674,0.5276,1039,433,564,838,433,563,837,1
6505,3KLK_A_4TVD_A_3_1,3KLK_A,4TVD_A_3,0.6794,0.5445,1039,434,575,889,432,572,881,13
6506,3KLK_A_6SYQ_B_2_3,3KLK_A,6SYQ_B_2,0.7274,0.5999,1039,524,684,1007,524,684,1007,0
6507,3KLK_A_3TTO_A_1_4,3KLK_A,3TTO_A_1,0.6789,0.5358,1039,437,582,879,437,582,879,0
6508,3KLK_A_6HVG_A_2_1,3KLK_A,6HVG_A_2,0.7112,0.5795,1039,524,684,1007,524,684,1007,0
6509,3KLK_A_4AMC_A_3_3,3KLK_A,4AMC_A_3,0.8027,0.6431,1039,728,853,1018,721,846,1011,7
6510,3KLK_A_6SYQ_B_2_5,3KLK_A,6SYQ_B_2,0.7102,0.5798,1039,524,684,1007,524,684,1007,0
6511,3KLK_A_6HVG_A_3_3,3KLK_A,6HVG_A_3,0.716,0.5833,1039,524,683,1010,524,683,1009,1
6512,3KLK_A_3AIB_A_2_5,3KLK_A,3AIB_A_2,0.6782,0.5306,1039,433,564,838,433,563,837,1
6513,3KLK_A_4TTU_A_1_5,3KLK_A,4TTU_A_1,0.6829,0.5519,1039,437,581,879,437,581,879,2
6514,3KLK_A_5NGY_A_2_1,3KLK_A,5NGY_A_2,0.6508,0.4963,1039,455,639,1015,455,638,1011,4
6515,3KLK_A_4AMC_A_2_5,3KLK_A,4AMC_A_2,0.7957,0.6397,1039,729,857,1018,722,850,1011,7
6516,3KLK_A_6SZI_A_1_1,3KLK_A,6SZI_A_1,0.7187,0.5897,1039,530,685,996,530,685,996,0
6517,3KLK_A_3AIB_A_2_2,3KLK_A,3AIB_A_2,0.6638,0.5139,1039,433,564,838,433,563,837,1
6518,3KLK_A_6HVG_A_2_2,3KLK_A,6HVG_A_2,0.713,0.5820000000000001,1039,524,684,1007,524,684,1007,0
6519,3KLK_A_5NGY_A_2_2,3KLK_A,5NGY_A_2,0.6459,0.4916,1039,455,639,1015,455,638,1011,4
6520,3KLK_A_4TTU_A_3_5,3KLK_A,4TTU_A_3,0.6869,0.5579,1039,434,575,889,432,572,881,10
6521,3LYP_B_1AW9_A_3_2,3LYP_B,1AW9_A_3,0.6521,0.442,215,49,78,193,49,78,193,0
6522,3LYP_B_5D9T_A_2_4,3LYP_B,5D9T_A_2,0.6121,0.4369,215,45,81,194,45,81,194,0
6523,3LYP_B_6EP6_A_2_1,3LYP_B,6EP6_A_2,0.7358,0.5219,215,48,86,208,48,85,205,3
6524,3LYP_B_4YH2_A_3_1,3LYP_B,4YH2_A_3,0.6881,0.4897,215,31,73,191,31,72,189,2
6525,3LYP_B_3UAP_A_3_2,3LYP_B,3UAP_A_3,0.7139,0.4987,215,54,86,200,53,84,193,8
6526,3LYP_B_5J5N_A_2_4,3LYP_B,5J5N_A_2,0.7526,0.5554,215,49,87,202,49,87,201,1
6527,3LYP_B_2CZ2_A_2_3,3LYP_B,2CZ2_A_2,0.6894,0.4794,215,49,78,188,49,78,188,5
6528,3LYP_B_7C97_I_1_3,3LYP_B,7C97_I_1,0.8531,0.6521,215,118,149,209,116,145,205,4
6529,3LYP_B_1FW1_A_2_3,3LYP_B,1FW1_A_2,0.6804,0.4794,215,47,81,188,47,81,188,0
6530,3LYP_B_2CZ2_A_2_1,3LYP_B,2CZ2_A_2,0.7036,0.4948,215,49,78,188,49,78,188,5
6531,3LYP_B_5ZWP_A_3_4,3LYP_B,5ZWP_A_3,0.6546,0.4575,215,36,67,182,36,67,182,0
6532,3LYP_B_2CZ2_A_2_4,3LYP_B,2CZ2_A_2,0.7294,0.5193,215,49,78,188,49,78,188,5
6533,3LYP_B_3TOT_A_3_4,3LYP_B,3TOT_A_3,0.6688,0.4446,215,46,81,200,46,81,200,0
6534,3LYP_B_4DEJ_A_1_5,3LYP_B,4DEJ_A_1,0.9072,0.7487,215,103,141,206,102,138,200,6
6535,3LYP_B_1PN9_A_3_1,3LYP_B,1PN9_A_3,0.6688,0.4691,215,38,73,183,38,73,183,0
6536,3LYP_B_2N5F_A_2_3,3LYP_B,2N5F_A_2,0.4832,0.2964,215,47,84,191,47,84,191,0
6537,3LYP_B_3MDK_A_1_1,3LYP_B,3MDK_A_1,0.9807,0.9227,215,164,179,207,159,173,200,13
6538,3LYP_B_5G5A_A_2_2,3LYP_B,5G5A_A_2,0.7448,0.5322,215,50,85,203,50,84,202,1
6539,3LYP_B_4ZB7_A_3_2,3LYP_B,4ZB7_A_3,0.5709,0.3866,215,38,80,206,31,64,200,51
6540,3LYP_B_5D9T_A_2_1,3LYP_B,5D9T_A_2,0.6044,0.4278,215,45,81,194,45,81,194,0
6541,3LYP_B_3VLN_A_1_5,3LYP_B,3VLN_A_1,0.5902,0.4137,215,44,78,162,44,77,161,1
6542,3LYP_B_1YY7_A_1_1,3LYP_B,1YY7_A_1,0.8956,0.7552,215,116,149,206,115,146,203,3
6543,3LYP_B_1JLV_A_3_5,3LYP_B,1JLV_A_3,0.6662,0.4613,215,40,74,180,40,74,180,0
6544,3LYP_B_4J2F_A_2_2,3LYP_B,4J2F_A_2,0.6985,0.4858,215,51,89,200,51,88,198,2
6545,3LYP_B_4HOJ_A_1_1,3LYP_B,4HOJ_A_1,0.8389,0.6418,215,79,122,203,78,119,200,6
6546,3LYP_B_5G5A_A_2_1,3LYP_B,5G5A_A_2,0.7345,0.5245,215,50,85,203,50,84,202,1
6547,3LYP_B_3MDK_A_1_4,3LYP_B,3MDK_A_1,0.982,0.9059,215,164,179,207,159,173,200,13
6548,3LYP_B_1JLV_A_3_2,3LYP_B,1JLV_A_3,0.6456,0.442,215,40,74,180,40,74,180,0
6549,3LYP_B_1YY7_A_1_4,3LYP_B,1YY7_A_1,0.8918,0.75,215,116,149,206,115,146,203,3
6550,3LYP_B_4ZB7_A_3_1,3LYP_B,4ZB7_A_3,0.5812,0.3853,215,38,80,206,31,64,200,51
6551,3LYP_B_7C97_I_1_4,3LYP_B,7C97_I_1,0.857,0.6611,215,118,149,209,116,145,205,4
6552,3LYP_B_3Q18_A_1_3,3LYP_B,3Q18_A_1,0.5619,0.3866,215,44,79,155,44,79,155,0
6553,3LYP_B_4DEJ_A_1_2,3LYP_B,4DEJ_A_1,0.9111,0.7616,215,103,141,206,102,138,200,6
6554,3LYP_B_6V91_A_1_3,3LYP_B,6V91_A_1,0.8286,0.6224,215,81,124,201,81,123,200,1
6555,3LYP_B_1JLV_A_3_4,3LYP_B,1JLV_A_3,0.6624,0.4562,215,40,74,180,40,74,180,0
6556,3LYP_B_5D9T_A_2_3,3LYP_B,5D9T_A_2,0.616,0.433,215,45,81,194,45,81,194,0
6557,3LYP_B_3LYK_A_1_2,3LYP_B,3LYK_A_1,0.8479,0.6843,215,89,123,189,89,123,189,7
6558,3LYP_B_1FW1_A_2_5,3LYP_B,1FW1_A_2,0.6946,0.4948,215,47,81,188,47,81,188,0
6559,3LYP_B_5J5N_A_2_1,3LYP_B,5J5N_A_2,0.7474,0.5464,215,49,87,202,49,87,201,1
6560,3LYP_B_4J2F_A_2_5,3LYP_B,4J2F_A_2,0.6946,0.4858,215,51,89,200,51,88,198,2
6561,3LYP_B_4PNG_A_3_1,3LYP_B,4PNG_A_3,0.6881,0.4897,215,33,69,191,33,69,191,0
6562,3LYP_B_3UAP_A_3_3,3LYP_B,3UAP_A_3,0.7178,0.5026,215,54,86,200,53,84,193,8
6563,3LYP_B_5ZWP_A_3_2,3LYP_B,5ZWP_A_3,0.6611,0.4626,215,36,67,182,36,67,182,0
6564,3LYP_B_4TOP_A_2_1,3LYP_B,4TOP_A_2,0.7371,0.5322,215,46,88,202,46,87,201,1
6565,3LYP_B_4HOJ_A_1_2,3LYP_B,4HOJ_A_1,0.8441,0.6508,215,79,122,203,78,119,200,6
6566,3LYP_B_3Q18_A_1_5,3LYP_B,3Q18_A_1,0.5412,0.3634,215,44,79,155,44,79,155,0
6567,3LYP_B_7C97_I_1_1,3LYP_B,7C97_I_1,0.8518,0.6546,215,118,149,209,116,145,205,4
6568,3LYP_B_1YY7_A_1_3,3LYP_B,1YY7_A_1,0.8969,0.7526,215,116,149,206,115,146,203,3
6569,3LYP_B_4DEJ_A_1_3,3LYP_B,4DEJ_A_1,0.9085,0.7655,215,103,141,206,102,138,200,6
6570,3LYP_B_1AW9_A_3_5,3LYP_B,1AW9_A_3,0.6585,0.4433,215,49,78,193,49,78,193,0
6571,3LYP_B_1PN9_A_3_4,3LYP_B,1PN9_A_3,0.6804,0.4807,215,38,73,183,38,73,183,0
6572,3LYP_B_6V91_A_1_1,3LYP_B,6V91_A_1,0.8299,0.6302,215,81,124,201,81,123,200,1
6573,3LYP_B_5ZWP_A_3_3,3LYP_B,5ZWP_A_3,0.6637,0.4652,215,36,67,182,36,67,182,0
6574,3LYP_B_4TOP_A_2_2,3LYP_B,4TOP_A_2,0.7448,0.5503,215,46,88,202,46,87,201,1
6575,3LYP_B_5G5A_A_2_5,3LYP_B,5G5A_A_2,0.7268,0.509,215,50,85,203,50,84,202,1
6576,3LYP_B_6WMR_S_1_3,3LYP_B,6WMR_S_1,0.6495,0.4291,215,61,102,194,60,101,192,2
6577,3LYP_B_4J2F_A_2_1,3LYP_B,4J2F_A_2,0.701,0.4884,215,51,89,200,51,88,198,2
6578,3LYP_B_5G5A_A_2_4,3LYP_B,5G5A_A_2,0.7358,0.5219,215,50,85,203,50,84,202,1
6579,3LYP_B_3MDK_A_1_3,3LYP_B,3MDK_A_1,0.9781,0.9046,215,164,179,207,159,173,200,13
6580,3LYP_B_7C97_I_1_5,3LYP_B,7C97_I_1,0.857,0.6585,215,118,149,209,116,145,205,4
6581,3LYP_B_3TOT_A_3_3,3LYP_B,3TOT_A_3,0.6688,0.4497,215,46,81,200,46,81,200,0
6582,3LYP_B_1PN9_A_3_5,3LYP_B,1PN9_A_3,0.6869,0.4858,215,38,73,183,38,73,183,0
6583,3LYP_B_4DEJ_A_1_1,3LYP_B,4DEJ_A_1,0.9124,0.7655,215,103,141,206,102,138,200,6
6584,3LYP_B_3TOT_A_3_1,3LYP_B,3TOT_A_3,0.6753,0.4536,215,46,81,200,46,81,200,0
6585,3LYP_B_4DEJ_A_1_4,3LYP_B,4DEJ_A_1,0.9098,0.7603,215,103,141,206,102,138,200,6
6586,3LYP_B_2N5F_A_2_5,3LYP_B,2N5F_A_2,0.4807,0.2964,215,47,84,191,47,84,191,0
6587,3LYP_B_3EIN_A_3_1,3LYP_B,3EIN_A_3,0.6829999999999999,0.4652,215,38,73,193,38,73,193,0
6588,3LYP_B_3VLN_A_1_3,3LYP_B,3VLN_A_1,0.5979,0.433,215,44,78,162,44,77,161,1
6589,3LYP_B_3VLN_A_1_2,3LYP_B,3VLN_A_1,0.5979,0.424,215,44,78,162,44,77,161,1
6590,3LYP_B_5D9T_A_2_5,3LYP_B,5D9T_A_2,0.6095,0.4227,215,45,81,194,45,81,194,0
6591,3LYP_B_3MDK_A_1_2,3LYP_B,3MDK_A_1,0.982,0.9227,215,164,179,207,159,173,200,13
6592,3LYP_B_2CZ2_A_2_2,3LYP_B,2CZ2_A_2,0.7023,0.4936,215,49,78,188,49,78,188,5
6593,3LYP_B_4J2F_A_2_4,3LYP_B,4J2F_A_2,0.701,0.4936,215,51,89,200,51,88,198,2
6594,3LYP_B_6EP6_A_2_5,3LYP_B,6EP6_A_2,0.7268,0.5129,215,48,86,208,48,85,205,3
6595,3LYP_B_5J5N_A_2_5,3LYP_B,5J5N_A_2,0.7474,0.5464,215,49,87,202,49,87,201,1
6596,3LYP_B_2CZ2_A_2_5,3LYP_B,2CZ2_A_2,0.7075,0.5,215,49,78,188,49,78,188,5
6597,3LYP_B_3LYK_A_1_4,3LYP_B,3LYK_A_1,0.8582,0.7023,215,89,123,189,89,123,189,7
6598,3LYP_B_3VLN_A_1_4,3LYP_B,3VLN_A_1,0.5863,0.4162,215,44,78,162,44,77,161,1
6599,3LYP_B_6V91_A_1_2,3LYP_B,6V91_A_1,0.8312,0.625,215,81,124,201,81,123,200,1
6600,3LYP_B_1JLV_A_3_1,3LYP_B,1JLV_A_3,0.6611,0.4575,215,40,74,180,40,74,180,0
6601,3LYP_B_1JLV_A_3_3,3LYP_B,1JLV_A_3,0.6585,0.4536,215,40,74,180,40,74,180,0
6602,3LYP_B_2N5F_A_2_2,3LYP_B,2N5F_A_2,0.4781,0.2899,215,47,84,191,47,84,191,0
6603,3LYP_B_3MDK_A_1_5,3LYP_B,3MDK_A_1,0.9845,0.9343,215,164,179,207,159,173,200,13
6604,3LYP_B_3LYK_A_1_5,3LYP_B,3LYK_A_1,0.8608,0.6997,215,89,123,189,89,123,189,7
6605,3LYP_B_4HOJ_A_1_3,3LYP_B,4HOJ_A_1,0.8299,0.6314,215,79,122,203,78,119,200,6
6606,3LYP_B_4ZB7_A_3_3,3LYP_B,4ZB7_A_3,0.5735,0.3853,215,38,80,206,31,64,200,51
6607,3LYP_B_1AW9_A_3_4,3LYP_B,1AW9_A_3,0.6469,0.4304,215,49,78,193,49,78,193,0
6608,3LYP_B_6V91_A_1_5,3LYP_B,6V91_A_1,0.8351,0.6302,215,81,124,201,81,123,200,1
6609,3LYP_B_3UAP_A_3_1,3LYP_B,3UAP_A_3,0.7062,0.4858,215,54,86,200,53,84,193,8
6610,3LYP_B_5ECH_B_2_5,3LYP_B,5ECH_B_2,0.7423,0.5258,215,45,82,196,45,82,196,0
6611,3LYP_B_6EP6_A_3_1,3LYP_B,6EP6_A_3,0.7294,0.5155,215,48,86,210,48,85,207,3
6612,3LYP_B_6WMU_K_1_2,3LYP_B,6WMU_K_1,0.8892,0.7255,215,118,149,209,115,144,199,11
6613,3LYP_B_5AGY_A_3_1,3LYP_B,5AGY_A_3,0.768,0.5696,215,46,87,202,46,87,202,0
6614,3LYP_B_5ECH_B_3_3,3LYP_B,5ECH_B_3,0.741,0.5271,215,46,86,211,45,84,208,3
6615,3LYP_B_6EP6_A_3_3,3LYP_B,6EP6_A_3,0.7307,0.5155,215,48,86,210,48,85,207,3
6616,3LYP_B_6WMU_K_1_3,3LYP_B,6WMU_K_1,0.8879,0.7216,215,118,149,209,115,144,199,11
6617,3LYP_B_4DEJ_A_2_2,3LYP_B,4DEJ_A_2,0.9059,0.7474,215,102,141,208,101,138,202,6
6618,3LYP_B_2VO4_A_3_4,3LYP_B,2VO4_A_3,0.7384,0.5451,215,46,87,202,46,87,202,0
6619,3LYP_B_4QQ7_A_2_1,3LYP_B,4QQ7_A_2,0.8363,0.6237,215,81,124,205,80,123,202,3
6620,3LYP_B_5G5A_A_3_3,3LYP_B,5G5A_A_3,0.7474,0.5335,215,50,85,203,50,84,202,1
6621,3LYP_B_4QQ7_A_2_5,3LYP_B,4QQ7_A_2,0.8402,0.6263,215,81,124,205,80,123,202,3
6622,3LYP_B_2VO4_A_3_3,3LYP_B,2VO4_A_3,0.7448,0.5567,215,46,87,202,46,87,202,0
6623,3LYP_B_1YY7_A_2_3,3LYP_B,1YY7_A_2,0.9021,0.7693,215,116,149,206,115,146,203,3
6624,3LYP_B_4QQ7_A_2_4,3LYP_B,4QQ7_A_2,0.8363,0.625,215,81,124,205,80,123,202,3
6625,3LYP_B_5J4U_A_2_4,3LYP_B,5J4U_A_2,0.75,0.5606,215,49,87,202,49,87,201,1
6626,3LYP_B_3MDK_A_2_3,3LYP_B,3MDK_A_2,0.9781,0.9046,215,164,179,209,159,173,200,15
6627,3LYP_B_3LYK_A_2_3,3LYP_B,3LYK_A_2,0.8814,0.7178,215,88,122,193,88,122,191,9
6628,3LYP_B_6WMU_K_1_1,3LYP_B,6WMU_K_1,0.8892,0.7268,215,118,149,209,115,144,199,11
6629,3LYP_B_5J4U_A_2_5,3LYP_B,5J4U_A_2,0.7513,0.5579999999999999,215,49,87,202,49,87,201,1
6630,3LYP_B_7C97_I_2_2,3LYP_B,7C97_I_2,0.857,0.6585,215,118,149,209,116,145,205,4
6631,3LYP_B_5G5A_A_3_2,3LYP_B,5G5A_A_3,0.7423,0.5284,215,50,85,203,50,84,202,1
6632,3LYP_B_7C97_I_2_4,3LYP_B,7C97_I_2,0.8582,0.6572,215,118,149,209,116,145,205,4
6633,3LYP_B_4QQ7_A_2_2,3LYP_B,4QQ7_A_2,0.8441,0.6314,215,81,124,205,80,123,202,3
6634,3LYP_B_3LYK_A_2_2,3LYP_B,3LYK_A_2,0.8737,0.7152,215,88,122,193,88,122,191,9
6635,3LYP_B_5J4U_A_2_3,3LYP_B,5J4U_A_2,0.7487,0.5528,215,49,87,202,49,87,201,1
6636,3LYP_B_5ECH_B_3_5,3LYP_B,5ECH_B_3,0.7461,0.5335,215,46,86,211,45,84,208,3
6637,3LYP_B_5AGY_A_3_3,3LYP_B,5AGY_A_3,0.7629,0.5696,215,46,87,202,46,87,202,0
6638,3LYP_B_3MDK_A_2_2,3LYP_B,3MDK_A_2,0.982,0.9227,215,164,179,209,159,173,200,15
6639,3LYP_B_1FW1_A_3_4,3LYP_B,1FW1_A_3,0.6894,0.4845,215,47,82,194,47,82,194,0
6640,3LYP_B_2VO4_A_3_5,3LYP_B,2VO4_A_3,0.7474,0.5515,215,46,87,202,46,87,202,0
6641,3LYP_B_4QQ7_A_2_3,3LYP_B,4QQ7_A_2,0.8363,0.625,215,81,124,205,80,123,202,3
6642,3LYP_B_5AGY_A_3_4,3LYP_B,5AGY_A_3,0.768,0.5670000000000001,215,46,87,202,46,87,202,0
6643,3LYP_B_1FW1_A_3_1,3LYP_B,1FW1_A_3,0.6920000000000001,0.4884,215,47,82,194,47,82,194,0
6644,3LYP_B_6WMU_K_2_1,3LYP_B,6WMU_K_2,0.8918,0.7242,215,118,149,209,115,144,199,11
6645,3LYP_B_5G5A_A_3_1,3LYP_B,5G5A_A_3,0.7474,0.5348,215,50,85,203,50,84,202,1
6646,3LYP_B_7C97_I_2_1,3LYP_B,7C97_I_2,0.8621,0.6611,215,118,149,209,116,145,205,4
6647,3LYP_B_7C97_I_2_3,3LYP_B,7C97_I_2,0.8595,0.6611,215,118,149,209,116,145,205,4
6648,3LYP_B_7C97_I_3_3,3LYP_B,7C97_I_3,0.8595,0.6611,215,118,149,210,116,145,205,5
6649,3LYP_B_4DEJ_A_2_5,3LYP_B,4DEJ_A_2,0.9124,0.7577,215,102,141,208,101,138,202,6
6650,3LYP_B_3LYK_A_2_4,3LYP_B,3LYK_A_2,0.8802,0.7268,215,88,122,193,88,122,191,9
6651,3LYP_B_5ECH_B_3_4,3LYP_B,5ECH_B_3,0.7371,0.518,215,46,86,211,45,84,208,3
6652,3LYP_B_3LYK_A_2_1,3LYP_B,3LYK_A_2,0.8737,0.7101,215,88,122,193,88,122,191,9
6653,3LYP_B_6EP6_A_3_5,3LYP_B,6EP6_A_3,0.7204,0.5052,215,48,86,210,48,85,207,3
6654,3LYP_B_3MDK_A_2_5,3LYP_B,3MDK_A_2,0.9845,0.9343,215,164,179,209,159,173,200,15
6655,3LYP_B_6EP6_A_3_2,3LYP_B,6EP6_A_3,0.7307,0.518,215,48,86,210,48,85,207,3
6656,3LYP_B_4QQ7_A_1_4,3LYP_B,4QQ7_A_1,0.8286,0.6173,215,81,125,204,80,124,201,3
6657,3LYP_B_3MDK_A_2_1,3LYP_B,3MDK_A_2,0.9807,0.9227,215,164,179,209,159,173,200,15
6658,3LYP_B_2VO4_A_3_2,3LYP_B,2VO4_A_3,0.7448,0.5464,215,46,87,202,46,87,202,0
6659,3LYP_B_7C97_I_3_1,3LYP_B,7C97_I_3,0.8621,0.6611,215,118,149,210,116,145,205,5
6660,3LYP_B_1YY7_A_2_5,3LYP_B,1YY7_A_2,0.9034,0.7629,215,116,149,206,115,146,203,3
6661,3LYP_B_4DEJ_A_2_1,3LYP_B,4DEJ_A_2,0.9137,0.7629,215,102,141,208,101,138,202,6
6662,3LYP_B_6WMU_K_3_5,3LYP_B,6WMU_K_3,0.8866,0.7178,215,118,149,210,114,143,202,12
6663,3LYP_B_1YY7_A_2_2,3LYP_B,1YY7_A_2,0.8982,0.7552,215,116,149,206,115,146,203,3
6664,3LYP_B_6WMU_K_2_4,3LYP_B,6WMU_K_2,0.8853,0.7216,215,118,149,209,115,144,199,11
6665,3LYP_B_4J2F_A_3_2,3LYP_B,4J2F_A_3,0.6972,0.4897,215,50,87,200,50,86,198,2
6666,3LYP_B_6WMU_K_1_4,3LYP_B,6WMU_K_1,0.8879,0.7255,215,118,149,209,115,144,199,11
6667,3LYP_B_5G5A_A_3_5,3LYP_B,5G5A_A_3,0.75,0.5335,215,50,85,203,50,84,202,1
6668,3LYP_B_1FW1_A_3_2,3LYP_B,1FW1_A_3,0.6907,0.491,215,47,82,194,47,82,194,0
6669,3LYP_B_3MDK_A_2_4,3LYP_B,3MDK_A_2,0.982,0.9059,215,164,179,209,159,173,200,15
6670,3LYP_B_4J2F_A_3_3,3LYP_B,4J2F_A_3,0.6997,0.4871,215,50,87,200,50,86,198,2
6797,3NA5_A_3UW2_A_2_2,3NA5_A,3UW2_A_2,0.4306,0.261,570,92,142,464,92,141,464,6
6798,3NA5_A_2F7L_A_1_1,3NA5_A,2F7L_A_1,0.4729,0.2992,570,109,182,480,109,182,480,0
6799,3NA5_A_1WQA_A_1_3,3NA5_A,1WQA_A_1,0.534,0.3396,570,121,186,480,121,186,480,0
6800,3NA5_A_4MRQ_A_2_4,3NA5_A,4MRQ_A_2,0.4329,0.2675,570,92,154,463,92,154,463,0
6801,3NA5_A_6SNP_A_1_2,3NA5_A,6SNP_A_1,0.4301,0.2845,570,119,192,421,119,192,421,0
6802,3NA5_A_3UW2_A_2_5,3NA5_A,3UW2_A_2,0.4297,0.2587,570,92,142,464,92,141,464,6
6803,3NA5_A_6SNP_A_1_3,3NA5_A,6SNP_A_1,0.4256,0.2808,570,119,192,421,119,192,421,0
6804,3NA5_A_1WQA_A_1_1,3NA5_A,1WQA_A_1,0.529,0.3396,570,121,186,480,121,186,480,0
6805,3NA5_A_1KFI_A_1_1,3NA5_A,1KFI_A_1,0.4476,0.2927,570,118,184,420,118,184,420,0
6806,3NA5_A_1TUO_A_1_5,3NA5_A,1TUO_A_1,0.5009,0.3318,570,148,213,493,140,204,493,20
6807,3NA5_A_6GYZ_A_2_5,3NA5_A,6GYZ_A_2,0.466,0.2909,570,89,164,495,89,164,494,3
6808,3NA5_A_6Y8Z_A_1_3,3NA5_A,6Y8Z_A_1,0.4301,0.29,570,142,220,482,124,202,464,19
6809,3NA5_A_6GYZ_A_2_1,3NA5_A,6GYZ_A_2,0.4683,0.2932,570,89,164,495,89,164,494,3
6810,3NA5_A_2F7L_A_1_4,3NA5_A,2F7L_A_1,0.4738,0.3015,570,109,182,480,109,182,480,0
6811,3NA5_A_3I3W_A_2_2,3NA5_A,3I3W_A_2,0.4619,0.2923,570,95,155,483,94,154,482,8
6812,3NA5_A_2Z0F_A_1_5,3NA5_A,2Z0F_A_1,0.7385,0.5579,570,289,367,527,266,343,527,33
6813,3NA5_A_3UW2_A_2_3,3NA5_A,3UW2_A_2,0.4403,0.2702,570,92,142,464,92,141,464,6
6814,3NA5_A_3I3W_A_2_3,3NA5_A,3I3W_A_2,0.449,0.2831,570,95,155,483,94,154,482,8
6815,3NA5_A_6Y8Z_A_1_4,3NA5_A,6Y8Z_A_1,0.4228,0.2826,570,142,220,482,124,202,464,19
6816,3NA5_A_6Y8Z_A_1_5,3NA5_A,6Y8Z_A_1,0.4265,0.284,570,142,220,482,124,202,464,19
6817,3NA5_A_6MNV_A_2_5,3NA5_A,6MNV_A_2,0.4237,0.2472,570,87,156,506,86,155,498,8
6818,3NA5_A_4MRQ_A_2_1,3NA5_A,4MRQ_A_2,0.4256,0.2615,570,92,154,463,92,154,463,0
6819,3NA5_A_2FUV_A_1_2,3NA5_A,2FUV_A_1,0.9936,0.9453,570,538,538,549,535,535,545,14
6820,3NA5_A_4HJH_A_2_2,3NA5_A,4HJH_A_2,0.4118,0.244,570,102,163,509,101,162,509,6
6821,3NA5_A_1TUO_A_1_2,3NA5_A,1TUO_A_1,0.4954,0.324,570,148,213,493,140,204,493,20
6822,3NA5_A_2Z0F_A_1_1,3NA5_A,2Z0F_A_1,0.7344,0.5565,570,289,367,527,266,343,527,33
6823,3NA5_A_2Z0F_A_1_3,3NA5_A,2Z0F_A_1,0.7381,0.5593,570,289,367,527,266,343,527,33
6824,3NA5_A_6Y8Z_A_1_1,3NA5_A,6Y8Z_A_1,0.4301,0.2872,570,142,220,482,124,202,464,19
